,text,sentiment
16400,no that would be too easy all i have is the user manual which is not enough for me to claim his bike,2
16401,sisi dont think i will be up sadly im in alot of pain had bad nitecan we go out anotha week soon,0
16402,i dont think any of what i just said it true i just had a rant about mcfly i cant belive i did that i feel ashamed,0
16403,lmao i get that alot haha,2
16404,dont put behind the wheel lmfao today was fun,2
16405,omg really i just ran into a wall,1
16406,i wake up at during the week and funny deathcab makes me think of you i use your calendar to track work hours,2
16407,hey sherri thanx da messages wondering if u could follow me plzzzz,2
16408,i really need a skateboard,1
16409,just found about ten typos in one story in the plain dealer including one run on sentence it happens more and more these days,1
16410,thanks very much for the ff my only one today,2
16411,happy birthday,2
16412,im gladsad that its not just memy iphone badoptus,1
16413,dont get to call your moms tomorrowmothers day,1
16414,oh wait your in greece im in the us of course you think differently,1
16415,heh i meant differences between and,1
16416,am happy to provide backup support for all murderous rampages,2
16417,hotsawce owwwwww gooood morning,2
16418,haha because im at work and cant read anything,1
16419,for all the effort and time put into some of these relationships with people you learn enough not to trust anyone,0
16420,you both have so beatiful eyes i wanna have them,2
16421,monday morning lots to go out just waiting for a mate to add a style to my table and im set,1
16422,good night im off to sleeep am good mornining xd,2
16423,came from greenbelt power,1
16424,planet fitness on van wyck keep hearing all the homies tell me bout it plus its close to the hood u know my lazzzy,0
16425,soo sad my mcmcbuddy thinks i look like i could have a little rainbow i like burritos ok burritos,1
16426,i want a hug,1
16427,why yes a bag of goodies lol,2
16428,finally on my way home,1
16429,haha rite im freeeeeeee britneys spears listenin time,1
16430,i am sitting at the computer eating grapes its hailing outside o i miss summer,0
16431,boring starting work weekend soon need to get a tim coffee so i can make it through this night shift,0
16432,i wnt there yesterday wish u could go with me someday uu loove ya,2
16433,as we were disembarking tswassen we saw a pod of killer whales id just finished pointing out that id never seen bc killer whales,1
16434,hulu no work in canada,1
16435,very tired from a day of awesomeness and cake now time for a bit of sleep,1
16436,i will never eat broadway pizza again feelin ill,0
16437,is soo bored its lovley day outside but nuttin to do,1
16438,up i slept in till shooting a new vid today,1
16439,i am leaving soon for kansas city to take some of my stuff only days of living in carthage left,1
16440,is going to run a circlealsoab zum spooohort,1
16441,awww kanye west its such a shame he doesnt get the joke,0
16442,smores plus jacuzzi equals amazing,2
16443,ow my shoulder muscle i cant remember the name p hurts what did i do i dont even know,0
16444,just got home lng,1
16445,i definitely will although with the caveat that i normally only read non fictionbut have more in recent years read novels,1
16446,the new redesigned cricinfo i hate change,0
16447,thanks for the thoughts unfortunatly it didnt work out like we hoped ah well the paintings were beautiful,2
16448,god bless that ohsosexy rahul picture,2
16449,well guess we just make a pretty great pair so i dont think our birthday date is going to happen,0
16450,i cant im studying so i dont fail come over ill make u some tortellini or chicken or a chicken salad,1
16451,score two days i get more food stamps good cause i want a safeway pizza,2
16452,shes unassuming and unpretentious shes just as i suppose thats why shes so endearingbecause we can relate to her,2
16453,bank holiday mondays rock particularly when they follow the kind of sunday i just had,2
16454,happy mothers day people i love my mom a lot still,2
16455,thanks love btw happy mothers day to your mom,2
16456,really wants to go see ai tonight,1
16457,after the shot calmin down,1
16458,oooo look who got a pic so much for swimming today,1
16459,y does it hurt so much i cant even chew gum ive lost so much weight because i cant even eat,0
16460,yes so did i some of the acts are really very cringe worthy though i do find it very entertaining,1
16461,ok oops sorry,0
16462,i saw you started following me welcome what do you do in akl and for whom,2
16463,i suppose it has a certain charm id personally hold out for the motorola track phone i like my phones chunky,1
16464,hey are you thereoyy i geas you sleep,1
16465,unfortunatley aerlingus no longer fly to copenhagen so were have to fly ryanair to billund and drive up to copenhagen one of the days,0
16466,nope day off,1
16467,o dear so youre going to be that kiddoe and im going to sit there doing nothing awesome wheres the,0
16468,and im listening to wrong by depeche mode,1
16469,happy mothers day to all you mom out there,2
16470,innh night bud,1
16471,dont gina thomas the things u do keep artist running from u shes a corrections officer in jersey now,1
16472,getting ready to go read pray and go to bed enjoy the rest of the night,2
16473,i ran over a turtle,1
16474,just make sure you have it well done,2
16475,oh had like the most amazing weekend sunshine partï ½ï ½ white wine now its back to the rehearsals regime nice,2
16476,i miss feb best night of my whole entire life id rather relive that night then win,2
16477,on way home tonight i saw a newspaper headline susan boyle quits surely not true,1
16478,anais i feel reeeally bad now sorry,0
16479,best show of my life mcfly rocks my world i wanna meet you guys,2
16480,business exam tomorrow,1
16481,cassian is there a game,1
16482,in bed now tonight has been really really funny best family ever,2
16483,mint choc ice cream whilst studyingnow thats good,2
16484,a group of people naked woooh,1
16485,thanks clair i havent watched it yet,2
16486,i love my big brother very much,2
16487,im only allergic to some bunnies are you allergic to all fur that sucks isnt that cosmic irony a furry allergic to fur,0
16488,omg hollyoaks well dramatic,0
16489,kyle can make fart noises with his armpit,1
16490,i know and we gotta wait until earl i think or very late its just wrong,0
16491,says good or should i say bad afternoon,1
16492,aaaaarrrrggghhh there is a huge spider in the towel pile cries glad kerbear isnt here sorry mum cant bring the rest in,0
16493,feeling breathing believing keeping you on my mind and never ever gonna think to let you go,1
16494,just started feeling bad again ugh i hate it when i dont feel good,0
16495,company policy has been for the last two places ive worked at,1
